id,produto_id,quantidade,data_compra,custo_total
518,446,17,2025-09-09 05:17:33.878841,2224.45
519,145,25,2025-02-18 16:07:49.925975,8731.0
520,393,86,2025-02-03 12:47:34.457870,33392.94
521,180,19,2025-02-03 20:50:18.161990,612.56
522,94,55,2025-07-05 11:01:54.481345,6947.6
523,407,28,2024-12-13 06:07:31.235226,5487.16
524,90,11,2025-08-30 23:25:20.540323,3920.62
525,55,98,2024-12-26 01:37:28.928950,12542.04
526,497,28,2025-03-03 16:01:33.451602,7605.08
527,429,14,2024-12-11 04:01:35.294517,787.22
528,325,71,2025-01-06 04:41:38.407511,7229.93
529,17,47,2025-01-09 00:39:38.121731,17895.72
530,317,49,2025-10-01 14:14:15.664821,19082.07
531,114,15,2025-04-04 00:03:45.379875,2437.95
532,330,55,2025-01-19 09:45:14.763317,11923.45
533,251,19,2024-11-25 16:23:04.219475,6445.56
534,256,39,2024-11-30 09:24:31.096967,336.96
535,163,57,2024-12-18 01:50:21.637099,12542.85
536,488,60,2025-05-17 20:25:34.486860,14852.4
537,386,62,2025-09-26 07:56:20.759548,21054.58
538,419,98,2025-07-07 14:25:06.771474,23792.44
539,94,14,2025-04-29 16:42:38.891182,5342.26
540,430,51,2025-06-21 22:07:21.061158,1535.1
541,500,28,2025-06-02 21:51:33.095586,1214.08
542,125,97,2024-11-16 03:54:35.157850,12771.99
543,151,98,2025-09-15 11:11:15.365954,30853.34
544,182,57,2025-01-12 11:12:38.950006,13481.07
545,178,13,2025-06-30 11:51:48.649393,618.8
546,201,70,2025-07-25 18:59:14.189345,529.9
547,490,42,2024-12-30 17:32:52.301537,6965.28
548,333,62,2025-06-22 15:06:28.573203,19924.32
549,236,19,2025-01-26 16:12:33.823695,3297.64
550,194,95,2025-03-17 06:27:56.014767,28006.0
551,302,76,2025-07-21 01:45:57.343106,14167.16
552,45,64,2025-09-15 17:30:05.293046,24476.8
553,456,20,2025-03-22 02:54:26.757381,634.0
554,250,79,2025-04-24 06:41:14.589318,25235.76
555,241,99,2025-03-11 05:03:46.025609,13403.61
556,297,95,2025-09-13 04:16:11.095603,29696.05
557,427,25,2025-03-23 13:32:48.178288,5114.0
558,155,37,2025-01-19 10:57:49.338372,3717.76
559,167,53,2024-12-11 12:21:44.228508,7764.5
560,310,72,2025-10-15 00:20:16.110774,6387.84
561,471,64,2025-08-30 03:17:38.883568,17059.84
562,142,70,2025-09-01 14:12:21.973969,27278.3
563,123,31,2025-08-10 23:58:51.580651,1504.12
564,102,73,2025-05-22 02:39:26.310763,5837.81
565,273,91,2024-12-16 22:44:13.823122,21820.89
566,301,86,2024-12-21 01:47:44.479090,5729.32
567,307,52,2025-07-22 08:59:04.928537,11776.96
568,430,69,2025-01-16 18:51:19.509288,21120.9
569,333,24,2025-03-07 17:55:07.288574,4282.08
570,282,84,2025-07-19 06:22:02.150688,33155.64
571,475,43,2025-09-20 23:09:56.448501,11302.12
572,297,95,2025-03-11 23:49:35.362730,15586.65
573,429,41,2025-09-20 19:47:16.987996,15215.92
574,245,45,2025-05-09 23:04:56.197946,3945.6
575,291,13,2024-11-23 11:05:50.062971,1606.41
576,231,27,2025-04-28 20:33:19.209103,7460.64
577,474,50,2025-06-03 23:21:58.215482,14537.5
578,140,67,2025-09-26 21:42:33.417406,10105.61
579,73,57,2025-11-01 19:53:04.459053,8042.7
580,259,75,2025-07-11 19:10:40.822181,4644.75
581,446,21,2025-02-07 23:06:28.774574,7371.84
582,324,83,2025-05-14 06:37:18.034052,30443.57
583,455,54,2025-06-23 13:42:35.300605,17442.0
584,98,90,2024-12-09 19:42:56.857722,2947.5
585,193,17,2024-11-27 12:27:24.729156,1809.48
586,313,32,2025-04-20 04:39:40.949316,3995.2
587,408,99,2025-04-30 08:53:27.930090,16037.01
588,3,60,2025-09-09 22:49:27.631085,11803.8
589,461,17,2025-04-10 17:19:27.102771,1200.88
590,297,78,2025-06-27 18:11:42.915006,3959.28
591,21,14,2024-11-10 08:51:28.653028,1816.36
592,356,62,2025-05-15 00:10:43.083230,6087.78
593,375,15,2025-09-01 03:42:40.950476,568.8
594,21,72,2025-07-02 14:53:05.610846,9411.84
595,391,26,2025-04-09 03:25:24.847904,5985.72
596,105,71,2025-01-06 10:09:06.505326,9893.85
597,12,58,2025-05-16 14:05:06.763716,665.84
598,474,23,2025-08-05 14:14:57.204067,3073.26
599,213,52,2025-06-25 18:35:28.649096,2920.84
600,488,13,2024-12-09 00:30:56.744657,3191.11
601,421,16,2025-02-14 18:03:27.017514,1818.88
602,485,64,2025-01-27 22:16:33.395360,10737.28
603,358,66,2024-12-16 02:37:59.972540,5032.5
604,176,63,2025-10-12 00:40:04.120426,11170.53
605,338,16,2025-07-25 03:26:16.138610,1472.0
606,434,45,2025-09-26 06:26:40.798921,12946.5
607,16,89,2025-06-13 00:27:28.881140,29716.21
608,269,30,2025-02-03 10:37:50.925670,833.1
609,81,17,2025-01-14 12:06:22.780617,5535.37
610,474,88,2025-06-27 23:09:47.536993,32146.4
611,45,71,2025-10-11 22:06:34.788948,19436.25
612,268,33,2025-04-06 08:42:26.627600,11838.09
613,354,10,2025-09-26 02:18:10.717401,849.6
614,37,82,2025-05-15 16:13:00.452002,12745.26
615,344,49,2025-01-01 09:13:34.194237,13939.03
616,169,43,2025-11-05 20:17:52.846601,2595.91
617,165,28,2025-08-15 14:53:50.412221,11144.84
618,329,86,2025-03-19 00:14:43.701665,16236.8
619,419,94,2024-11-21 23:04:26.921566,30515.22
620,216,34,2025-01-12 22:48:25.292292,12565.72
621,70,71,2024-11-12 03:06:15.160583,10076.32
622,121,24,2025-08-14 03:46:15.120556,2831.52
623,410,37,2025-09-21 04:49:30.132948,13808.4
624,449,86,2024-11-17 13:54:58.106853,6476.66
625,236,48,2024-11-22 02:42:54.370385,17304.48
626,269,41,2025-07-28 03:16:01.865240,3225.06
627,470,97,2025-08-05 07:07:56.442624,16600.58
628,63,39,2025-10-21 11:43:59.317879,12599.73
629,393,14,2025-01-23 07:39:59.554919,1731.66
630,430,96,2025-08-04 11:30:33.430344,36392.64
631,400,68,2024-12-03 15:06:56.539985,1448.4
632,6,87,2025-09-05 03:04:58.897424,27021.33
633,30,80,2025-05-02 10:03:06.957276,26060.0
634,122,63,2025-04-15 03:48:41.311734,7912.17
635,109,68,2025-01-26 05:02:37.231469,6307.0
636,445,11,2025-04-29 10:22:26.956299,3019.94
637,269,11,2025-09-08 00:52:15.496448,2861.43
638,387,92,2025-11-05 00:50:04.386503,20313.6
639,437,78,2025-03-30 09:56:55.329996,10643.1
640,77,41,2025-01-27 21:31:28.331036,12481.63
641,188,43,2025-05-26 21:06:38.585796,13727.32
642,447,30,2025-08-21 02:49:41.675406,3234.3
643,60,12,2025-04-08 11:45:34.262425,824.4
644,172,60,2025-09-26 22:02:11.604569,648.6
645,179,70,2025-09-13 17:26:35.423806,8530.9
646,483,91,2025-01-08 02:47:09.347924,14884.87
647,329,15,2025-06-27 23:44:50.497905,4289.4
648,432,68,2025-05-28 15:23:39.103922,11096.92
649,60,79,2025-02-12 17:03:29.802431,7836.01
650,233,69,2024-12-04 02:39:06.930543,6410.79
651,224,26,2025-02-09 09:49:36.977395,2643.68
652,445,24,2025-04-05 19:32:52.725932,8553.6
653,115,82,2025-05-15 13:14:06.267896,7254.54
654,141,83,2025-02-27 15:05:23.922592,2888.4
655,11,13,2025-08-23 12:56:03.497718,3139.76
656,244,15,2025-02-07 03:18:36.834916,2740.65
657,419,65,2025-09-08 22:45:20.771899,20762.95
658,416,53,2025-07-17 22:38:39.042857,2702.47
659,184,52,2025-08-04 13:16:56.621332,13773.76
660,1,89,2025-10-15 16:35:28.062353,15519.82
661,60,60,2025-01-09 14:40:15.343722,4418.4
662,29,82,2025-01-25 20:22:02.570681,26827.12
663,182,31,2025-07-18 14:22:19.830028,10910.14
664,183,20,2025-08-19 00:51:03.341182,2782.4
665,358,54,2025-01-17 18:44:34.511932,13312.08
666,155,41,2025-04-19 01:03:01.592507,7061.43
667,380,54,2025-04-08 02:42:05.161777,16080.66
668,313,45,2024-11-18 14:21:55.537399,3074.85
669,233,70,2025-01-29 07:46:18.627979,11913.3
670,15,77,2025-06-18 22:15:36.353247,8915.06
671,468,91,2025-11-05 11:42:02.987962,17713.15
672,26,55,2024-12-04 08:49:14.427336,13795.1
673,391,32,2025-05-22 03:33:58.103294,7704.32
674,391,12,2025-07-07 11:25:54.827448,3653.28
675,3,79,2025-03-18 14:38:40.243716,25415.09
676,126,13,2025-09-18 00:10:44.216704,4787.38
677,67,31,2025-02-06 21:06:23.525067,4431.45
678,317,37,2025-10-03 17:42:12.016141,1501.09
679,301,65,2025-10-06 02:38:12.353051,22848.15
680,453,93,2025-03-07 17:30:54.445649,619.38
681,489,28,2025-05-05 23:59:32.072700,9002.84
682,372,12,2025-04-02 09:12:29.420436,3121.32
683,100,19,2025-05-25 06:27:28.233752,6196.85
684,324,38,2025-10-06 14:52:46.666039,10388.44
685,261,34,2025-11-05 19:08:22.856649,1816.62
686,197,16,2025-10-20 16:12:00.682249,5295.84
687,243,39,2024-12-26 20:41:21.863158,2650.83
688,190,92,2025-10-05 10:01:00.193329,12888.28
689,343,42,2025-03-22 03:09:14.399461,13370.7
690,13,58,2025-04-19 06:36:56.775299,1026.6
691,286,67,2025-03-22 19:32:28.541605,2574.14
692,319,21,2025-01-09 17:53:38.380485,4122.3
693,28,75,2024-11-10 05:19:07.012684,28805.25
694,204,58,2024-11-20 04:30:43.787893,13264.02
695,171,64,2025-08-01 11:37:03.934502,14413.44
696,104,11,2025-10-29 17:45:31.600785,1402.94
697,474,19,2025-01-28 05:00:19.143109,4443.72
698,464,40,2024-12-21 10:29:45.758175,3256.0
699,487,52,2025-01-27 04:42:49.397821,19887.4
700,237,91,2024-12-07 20:10:28.654340,25773.93
701,129,88,2025-10-22 06:21:43.188239,31818.16
702,39,32,2025-08-02 22:07:39.626302,8086.08
703,463,25,2025-09-03 04:35:52.101723,5454.5
704,165,59,2025-09-28 18:49:26.163937,10320.28
705,412,57,2025-03-26 21:25:21.367179,10987.89
706,98,39,2024-12-22 03:32:59.129189,11487.45
707,256,83,2025-07-13 23:41:14.029376,13656.82
708,313,49,2025-08-18 09:53:42.710095,4980.85
709,396,55,2025-09-24 18:37:17.443179,5170.55
710,443,99,2025-01-31 19:13:00.453840,5608.35
711,167,73,2025-05-27 22:02:30.058193,25565.33
712,75,37,2024-11-26 12:15:04.438565,4264.25
713,61,49,2025-01-27 11:04:11.008297,5957.42
714,354,61,2024-12-02 19:20:58.662731,15927.71
715,406,37,2025-09-05 10:13:20.838800,5854.14
716,106,61,2024-12-21 22:32:43.483962,22338.2
717,161,27,2025-06-25 19:09:55.853244,7264.35
718,352,65,2025-03-30 19:04:11.260052,4863.95
719,29,32,2025-03-23 01:06:21.051065,4413.76
720,481,18,2025-06-18 03:35:52.802384,454.5
721,322,17,2024-12-30 23:34:41.712058,5661.17
722,435,33,2025-01-31 07:33:14.987334,5262.84
723,383,98,2025-02-13 00:28:02.172980,29314.74
724,293,98,2025-09-08 00:25:23.459839,24686.2
725,46,67,2025-01-22 18:17:24.865268,13135.35
726,261,31,2025-07-28 14:23:54.833780,6461.95
727,355,76,2025-02-07 11:51:44.008938,15979.0
728,66,66,2025-03-23 12:31:02.103960,20782.74
729,17,14,2025-01-27 14:07:46.904510,1693.3
730,483,43,2025-08-16 14:23:51.138963,11701.59
731,436,18,2024-11-23 17:30:09.565860,3548.16
732,400,11,2025-09-05 08:35:08.288111,1498.09
733,393,59,2025-02-14 21:53:21.823071,10378.1
734,321,58,2025-02-06 10:07:03.356976,19733.92
735,332,31,2025-06-09 12:41:02.914109,4784.23
736,19,49,2025-06-17 15:49:55.860737,11090.66
737,250,86,2025-03-19 17:54:04.310125,19821.28
738,162,85,2025-04-29 07:03:22.967764,25562.05
739,80,16,2025-05-02 04:28:11.597951,2533.28
740,81,67,2025-01-06 00:07:10.671330,26012.08
741,477,37,2025-04-30 08:00:31.449535,10019.6
742,47,71,2025-01-03 19:00:12.633265,23276.64
743,6,82,2025-05-29 12:11:42.156449,3895.82
744,65,34,2025-03-27 18:39:36.875651,3393.54
745,410,86,2024-11-23 18:56:52.748566,7810.52
746,190,97,2025-06-12 15:49:34.501996,33594.01
747,92,12,2025-10-14 15:32:38.368271,548.16
748,405,42,2025-08-17 02:50:12.757437,8218.14
749,168,68,2025-09-03 09:34:00.909049,10678.72
750,277,24,2025-01-27 02:33:48.216736,7101.84
751,424,70,2024-11-16 18:18:48.981492,14842.1
752,405,54,2024-12-26 16:57:02.749730,2903.04
753,261,59,2025-01-05 06:55:50.705073,18072.29
754,472,12,2025-05-12 23:18:43.487022,2196.96
755,105,79,2025-01-30 07:46:02.618181,30123.49
756,237,61,2025-01-07 01:00:45.983247,1913.57
757,114,46,2025-07-03 19:14:38.940464,292.56
758,473,78,2025-08-11 01:02:52.777959,23776.74
759,390,54,2025-05-23 20:10:01.486289,4892.94
760,82,39,2025-05-29 17:08:15.230103,11462.1
761,452,80,2025-04-13 23:52:39.735363,18820.0
762,155,17,2024-12-25 06:15:37.390790,2739.55
763,425,41,2025-09-13 19:06:25.945554,12132.72
764,217,54,2025-04-29 04:19:04.537534,7300.8
765,44,33,2025-10-09 07:47:44.608092,12285.9
766,111,42,2025-07-20 05:23:23.913347,1500.24
767,71,10,2025-09-17 12:01:21.585240,3492.5
768,242,84,2025-08-17 15:09:38.463741,4861.08
769,374,45,2025-02-21 22:55:36.073958,10887.75
770,89,94,2025-06-19 10:02:40.085190,9782.58
771,244,33,2025-07-23 20:04:50.819701,6525.75
772,93,72,2025-07-09 21:45:58.888258,15410.16
773,98,67,2025-05-31 04:32:38.062179,2018.04
774,292,30,2025-04-14 19:55:27.610397,2804.4
775,251,63,2025-02-23 12:46:01.017348,6191.64
776,96,81,2025-07-27 09:58:53.783211,11957.22
777,137,50,2025-01-01 11:37:27.693691,7723.0
778,175,88,2025-06-17 23:20:43.417302,28566.56
779,216,34,2025-05-04 04:50:37.520350,1005.38
780,496,33,2025-01-15 15:14:30.419649,6332.04
781,266,99,2024-12-01 05:58:22.554979,33187.77
782,446,85,2025-03-03 17:10:20.301529,24389.9
783,277,75,2024-12-31 18:23:15.830237,3411.75
784,18,77,2025-09-21 03:12:19.985742,5095.09
785,405,78,2025-06-03 05:45:02.474710,30178.2
786,239,90,2025-03-21 21:49:11.134547,7299.0
787,71,92,2025-09-18 07:10:36.099358,14427.44
788,108,54,2025-09-19 15:07:18.096851,14555.7
789,309,67,2025-02-14 12:03:30.094804,3870.59
790,93,55,2025-08-18 13:01:26.963362,7201.7
791,147,36,2025-08-05 02:14:26.689480,3969.36
792,185,56,2025-10-12 10:34:16.469103,5747.84
793,429,42,2025-07-21 08:33:33.740643,296.94
794,51,80,2025-07-16 07:42:02.614716,6012.0
795,45,97,2025-09-23 14:08:11.865688,22679.57
796,226,77,2025-06-14 18:30:43.939241,29949.92
797,453,78,2025-06-11 12:37:37.925334,29950.44
798,255,13,2025-03-03 06:17:53.663616,2978.17
799,10,14,2024-12-26 22:50:15.485936,114.24
800,305,73,2025-06-17 08:59:44.154794,26488.05
801,471,16,2025-03-19 07:34:31.838478,5473.28
802,195,34,2024-12-25 23:16:45.842727,2544.22
803,165,45,2025-04-21 17:29:08.542129,1515.6
804,488,92,2025-07-10 19:27:48.436502,31127.28
805,282,70,2025-05-08 12:35:44.950745,3523.1
806,297,29,2025-07-02 09:16:38.107490,1273.39
807,461,93,2025-03-17 13:08:29.281638,32907.12
808,104,62,2025-02-23 03:48:36.505303,17807.02
809,85,96,2025-07-12 15:38:43.896984,23472.0
810,407,10,2025-05-30 02:30:40.502271,2016.3
811,26,40,2025-05-30 11:37:14.377791,11239.2
812,468,53,2025-10-15 21:31:52.854246,8029.5
813,468,88,2025-04-24 14:05:29.145060,26532.0
814,306,63,2025-05-23 08:12:36.929298,17811.36
815,338,53,2025-03-16 20:54:17.103935,9761.01
816,401,26,2025-03-05 18:17:44.731112,7704.58
817,148,32,2025-02-11 06:53:34.250905,2400.32
818,149,18,2025-05-09 00:44:08.823103,4762.08
819,388,15,2025-07-28 20:40:04.251579,5037.0
820,399,40,2025-08-16 08:22:17.458522,9104.8
821,408,91,2025-04-25 19:37:22.147617,8864.31
822,134,92,2025-01-01 22:55:56.729260,6361.8
823,448,67,2025-11-05 01:20:05.766388,4699.38
824,460,83,2025-06-20 04:07:16.330424,18841.83
825,471,90,2025-08-03 17:48:56.380681,1175.4
826,387,33,2024-11-11 12:49:50.259936,11801.13
827,93,51,2025-08-25 00:21:43.094663,12002.34
828,92,89,2025-09-05 21:03:13.658931,12091.54
829,338,29,2025-05-25 06:06:23.781126,1434.34
830,278,89,2025-08-22 09:37:13.788794,27092.49
831,355,39,2025-08-19 23:43:19.803361,10067.07
832,118,85,2025-07-04 00:26:40.399914,27185.55
833,48,47,2025-08-17 12:10:21.835345,438.51
834,428,94,2025-05-05 05:53:45.044587,33330.52
835,398,80,2025-02-15 14:35:10.462063,19297.6
836,304,91,2025-05-17 05:53:44.999527,6837.74
837,390,54,2025-03-06 04:52:40.866043,4817.34
838,495,78,2025-09-25 10:37:53.801423,13753.74
839,246,36,2025-07-27 01:12:16.100982,6840.0
840,26,76,2025-02-20 07:26:07.378302,20635.52
841,29,91,2025-09-21 20:12:31.909043,8499.4
842,435,96,2025-02-08 04:45:35.065691,23760.0
843,82,22,2024-11-19 23:40:38.366647,7726.62
844,173,74,2024-12-03 21:22:37.983360,13909.78
845,108,36,2024-11-09 11:29:27.758099,8589.24
846,275,31,2025-09-18 12:38:45.358851,11244.01
847,411,70,2024-11-26 13:28:05.095453,9377.9
848,380,66,2025-02-06 08:16:39.195168,13033.68
849,324,76,2025-06-13 07:41:06.953227,5262.24
850,192,58,2025-08-12 12:17:13.686478,3232.34
851,323,53,2025-02-23 19:57:51.072527,18600.88
852,366,49,2025-10-10 08:24:54.705727,12001.08
853,62,90,2025-08-04 19:52:54.739364,9655.2
854,366,44,2025-04-15 13:29:55.061588,8861.6
855,28,86,2025-05-31 00:24:43.431715,2946.36
856,74,43,2025-02-13 08:52:04.262805,4277.21
857,56,49,2025-01-20 00:29:43.010170,9763.25
858,262,14,2025-11-05 15:45:37.707493,2180.5
859,158,22,2025-03-05 01:51:59.275319,5888.74
860,344,43,2024-12-11 22:37:27.563149,6085.79
861,19,35,2025-04-04 02:10:55.526944,10253.25
862,210,24,2025-09-03 21:40:38.472806,758.88
863,279,64,2025-10-01 22:00:34.436653,12931.2
864,52,24,2025-08-17 21:23:50.136143,908.4
865,265,41,2025-07-20 09:59:30.573948,1710.93
866,309,14,2025-06-08 14:10:31.486573,2226.56
867,378,97,2025-08-12 19:08:11.766714,24251.94
868,398,22,2025-01-26 18:15:31.751708,161.04
869,127,70,2025-02-26 12:47:07.196512,4104.1
870,94,99,2025-05-14 01:44:11.367720,3792.69
871,485,82,2025-05-13 09:54:57.118032,12607.5
872,53,78,2025-11-04 00:53:28.394288,26735.28
873,69,82,2025-05-17 01:22:25.088528,15484.88
874,491,35,2025-01-28 19:01:48.765577,8280.3
875,251,97,2025-05-23 08:57:48.283770,12175.44
876,33,89,2025-04-02 20:13:53.120038,14859.44
877,371,93,2025-05-13 04:54:36.788273,14423.37
878,314,49,2025-03-17 23:24:02.328378,7160.86
879,317,66,2025-08-18 06:53:45.342924,20986.68
880,119,43,2025-06-14 23:55:11.438645,9704.67
881,359,51,2024-12-30 11:43:28.877153,6614.19
882,38,24,2025-03-26 01:42:13.084550,1934.88
883,151,47,2025-09-25 22:01:01.999224,7619.17
884,389,14,2025-10-23 09:32:22.293186,1540.42
885,148,37,2025-06-29 00:44:38.692735,5700.59
886,153,30,2025-04-20 08:44:22.400017,11478.0
887,60,21,2025-04-28 02:45:52.365319,6084.33
888,85,72,2025-02-09 14:14:24.924363,3759.84
889,182,43,2024-12-19 08:34:50.010696,14750.72
890,410,84,2025-01-25 02:43:25.743656,15114.96
891,185,41,2025-09-10 18:12:17.309619,15627.15
892,60,70,2025-05-20 23:19:34.155647,16825.9
893,368,82,2024-11-29 08:30:13.004209,15368.44
894,305,11,2025-10-04 06:37:16.048524,3209.69
895,363,60,2025-03-25 18:48:31.954098,14106.0
896,176,42,2025-07-29 06:12:02.460206,4793.04
897,324,11,2025-05-07 09:10:46.394670,1759.67
898,322,70,2025-10-02 15:23:33.626111,17040.1
899,32,29,2025-05-13 02:12:46.157246,1324.43
900,266,96,2025-10-03 00:41:25.249234,24384.96
901,110,53,2025-06-23 12:20:41.705156,1596.89
902,27,72,2025-07-29 11:28:09.077296,14543.28
903,240,14,2025-08-16 22:53:38.449258,518.0
904,383,10,2025-10-24 18:27:49.844808,814.9
905,207,40,2025-03-03 08:35:58.127728,8658.8
906,448,67,2025-06-13 23:26:00.420507,24153.5
907,267,42,2025-06-08 00:11:03.582141,3140.76
908,405,45,2025-06-08 22:21:19.169508,17716.05
909,212,51,2025-04-08 23:57:20.270923,16252.68
910,173,74,2025-05-15 17:53:47.217477,16611.52
911,264,24,2024-11-30 05:03:47.848122,6791.52
912,50,28,2025-09-19 01:54:23.503134,3585.12
913,280,13,2025-07-02 13:15:49.003306,4086.03
914,26,42,2025-04-12 05:08:22.600182,7754.46
915,236,11,2025-05-12 05:17:45.989038,3465.55
916,384,42,2024-12-16 09:41:29.865447,5736.36
917,346,44,2025-04-24 17:03:24.751814,13252.8
918,179,98,2025-03-05 06:03:02.301634,31361.96
919,285,14,2025-06-20 07:18:05.286835,596.82
920,449,59,2025-04-25 22:37:18.635571,7423.38
921,95,69,2025-02-11 06:21:00.025998,15967.29
922,265,16,2024-12-15 23:26:35.580632,1733.12
923,219,27,2025-03-02 19:08:03.096221,10522.98
924,296,23,2025-02-12 16:32:38.150614,8993.69
925,407,59,2024-12-26 22:57:07.260441,17240.98
926,221,53,2025-01-31 06:52:21.242964,16926.08
927,436,32,2025-07-07 22:08:02.868051,10366.4
928,10,39,2025-04-26 02:02:37.525764,11321.31
929,272,35,2025-10-18 02:39:31.684395,2807.7
930,313,69,2025-05-27 15:35:00.344909,8056.44
931,278,93,2024-11-17 05:35:37.538960,20440.47
932,241,89,2025-04-09 17:29:44.554422,27022.18
933,187,78,2025-08-21 11:45:22.975441,30519.84
934,75,37,2025-06-22 05:49:06.367256,2141.56
935,211,13,2025-02-11 05:42:17.972819,2940.47
936,456,23,2025-03-29 20:52:19.354625,5353.02
937,279,13,2025-04-17 19:13:29.789363,1532.44
938,274,49,2025-02-14 13:21:19.694472,12235.3
939,179,42,2025-01-13 17:28:46.456910,7151.76
940,405,13,2025-03-10 22:14:54.139987,367.51
941,309,94,2025-07-27 07:41:05.598002,17380.6
942,491,28,2024-12-21 16:19:21.976549,1911.28
943,408,61,2025-02-28 10:27:38.491785,15112.14
944,51,10,2024-12-26 04:05:38.354015,2541.0
945,227,19,2025-03-12 05:47:15.771052,7157.68
946,461,81,2025-05-21 07:56:50.133774,13734.36
947,416,94,2024-12-22 02:40:10.767172,20772.12
948,92,32,2024-11-17 07:18:10.861516,9008.32
949,143,31,2025-07-27 18:29:31.332423,10738.4
950,145,67,2025-02-08 03:08:33.620389,13678.05
951,454,88,2025-04-22 00:53:12.719457,13635.6
952,254,57,2025-05-27 01:23:55.106578,13962.15
953,317,69,2025-08-23 06:19:55.375070,26798.22
954,112,53,2024-11-22 02:33:39.984433,18210.27
955,275,11,2025-01-09 18:25:22.908816,626.78
956,219,88,2025-09-07 04:52:57.517329,28438.08
957,322,32,2025-06-13 22:35:05.291524,11427.84
958,351,24,2025-10-07 23:55:10.946110,522.72
959,108,86,2025-09-14 21:17:02.093180,7863.84
960,472,50,2025-07-05 05:54:00.317826,2820.5
961,184,36,2025-02-01 09:11:31.150736,4995.0
962,475,89,2025-07-05 20:11:04.593610,22767.09
963,195,56,2024-12-18 15:24:40.074459,8504.72
964,196,14,2025-05-19 08:04:17.314016,4582.34
965,151,89,2025-03-31 02:27:16.496601,5676.42
966,133,70,2025-07-11 02:43:34.266062,22222.9
967,17,99,2025-04-16 05:33:10.156096,35077.68
968,43,20,2025-10-10 02:23:51.473326,1465.4
969,204,27,2025-04-20 08:18:57.357826,7264.62
970,147,11,2025-09-22 06:17:00.294156,3460.05
971,10,71,2025-02-19 02:23:07.925366,5861.05
972,438,57,2025-10-07 22:53:10.797421,18213.78
973,194,30,2025-04-17 16:44:13.010145,11656.5
974,36,77,2025-08-14 16:04:21.059988,8171.24
975,354,60,2025-03-04 20:24:45.509032,11693.4
976,399,12,2025-07-03 08:25:28.151729,567.48
977,401,93,2025-04-05 17:55:18.657106,17587.23
978,499,20,2025-08-19 01:21:30.881953,6222.6
979,359,48,2025-05-31 06:56:35.889352,4330.08
980,498,87,2024-12-29 02:17:29.931937,22889.7
981,404,10,2025-11-02 06:38:07.543419,2210.7
982,123,71,2025-08-15 21:14:54.219080,22988.38
983,233,41,2025-10-26 07:28:33.286130,12169.62
984,69,77,2025-03-30 16:26:01.760374,17469.76
985,195,44,2025-04-01 20:54:45.763659,14050.52
986,415,11,2024-11-08 11:27:10.809828,1033.01
987,211,58,2025-10-14 23:41:34.226467,11885.94
988,62,27,2024-11-12 06:21:27.097851,2451.33
989,138,33,2025-03-11 06:44:25.971232,4915.02
990,139,52,2025-10-10 01:31:30.570828,15198.56
991,376,55,2025-06-24 13:01:57.881215,6801.3
992,336,13,2025-04-16 22:05:00.402555,1128.4
993,327,15,2024-12-07 12:42:20.753320,4198.5
994,417,88,2025-11-05 05:00:12.032909,9936.08
995,264,26,2025-05-06 12:25:51.116674,2202.72
996,47,32,2025-08-26 14:05:27.401206,7864.0
997,120,47,2024-12-17 05:04:53.761718,4913.85
998,117,67,2025-05-29 00:27:43.638293,7128.13
999,383,13,2025-02-07 12:30:26.368933,223.47
1000,171,49,2024-12-11 03:11:22.050993,3095.33
1001,198,41,2025-07-30 22:49:13.316485,10731.34
1002,474,59,2025-09-08 13:49:24.024272,9514.93
1003,30,55,2025-02-12 10:26:30.264787,5669.4
1004,458,72,2025-06-27 12:00:53.433882,3161.52
1005,327,32,2025-03-28 13:34:23.760648,8046.4
1006,280,84,2024-11-10 06:33:17.420633,923.16
1007,263,61,2025-07-17 11:29:45.801429,15392.74
1008,315,53,2025-04-05 13:43:17.405638,6104.54
1009,343,50,2025-06-24 17:28:12.170379,13234.0
1010,264,26,2025-09-05 08:57:22.607885,9009.78
1011,262,14,2024-11-17 18:08:38.442387,3767.26
1012,28,72,2025-07-16 16:58:28.977592,2266.56
1013,61,60,2025-07-25 20:34:54.420537,12397.8
1014,159,23,2025-02-15 10:26:53.016142,1301.57
1015,25,94,2025-02-02 11:21:11.792220,11963.38
1016,242,16,2025-06-20 11:52:50.664747,4222.56
1017,415,35,2025-06-10 00:18:33.140973,5574.1
1018,121,52,2025-04-23 20:30:28.555662,17605.64
1019,405,41,2025-07-09 11:30:32.614513,13094.17
1020,118,22,2025-09-16 17:04:04.483882,5743.1
1021,107,57,2025-02-20 20:06:47.018372,13874.37
1022,466,63,2025-06-11 14:26:07.416973,14832.72
1023,108,32,2025-04-20 15:08:51.935383,7213.76
1024,387,25,2025-08-24 20:08:36.379964,6669.5
1025,34,51,2025-10-28 02:27:27.695901,8469.57
1026,198,44,2025-07-09 09:00:28.221139,14868.48
1027,289,55,2025-04-15 20:58:35.942450,8138.9
1028,347,27,2025-02-02 19:46:45.133929,8742.06
1029,75,13,2024-11-29 06:11:56.393393,1053.39
1030,270,73,2025-04-30 17:34:15.739042,11296.75
1031,47,11,2025-04-16 07:58:50.134990,2260.28
1032,128,82,2025-02-20 00:02:23.367120,3708.86
1033,37,64,2025-07-08 05:41:28.316421,21906.56
1034,500,77,2025-08-25 11:28:28.843230,22875.16
