id,cliente_id,produto_id,quantidade,data_venda,valor_total
987,573,476,5,2025-09-16 02:56:33.110723,1247.65
988,321,166,6,2025-02-23 01:27:20.639084,1162.62
989,977,190,2,2025-03-23 12:55:44.850860,857.98
990,799,468,7,2025-10-26 12:46:15.982932,248.71
991,566,224,8,2025-04-26 11:40:37.205169,2980.4
992,126,241,7,2024-11-30 10:43:42.006916,1330.77
993,598,118,3,2025-09-27 14:38:29.580883,804.63
994,824,431,4,2025-03-29 10:37:51.627806,710.56
995,411,460,8,2025-06-25 03:08:00.416061,1199.52
996,710,181,7,2025-01-01 13:19:55.417284,118.65
997,209,35,1,2025-07-23 04:19:03.897793,195.13
998,211,195,1,2025-06-05 12:57:47.320154,420.71
999,422,440,2,2025-06-11 20:40:53.192412,61.68
1000,833,326,1,2024-12-27 08:37:52.061029,266.5
1001,389,199,4,2024-12-08 02:28:40.810334,377.08
1002,737,392,2,2024-12-07 07:24:40.811121,784.48
1003,459,148,5,2025-05-18 22:43:18.622030,1566.8
1004,723,112,5,2025-01-10 10:36:18.917772,153.8
1005,703,384,6,2025-01-30 14:37:20.334985,2911.8
1006,322,437,7,2025-01-25 18:34:06.443510,2534.56
1007,546,220,3,2025-05-18 22:57:08.506461,1250.16
1008,588,58,6,2025-10-22 11:56:58.800650,1096.8
1009,192,322,6,2024-12-07 13:48:51.467969,1650.0
1010,64,71,1,2025-01-17 18:26:56.805076,239.71
1011,487,413,6,2025-10-11 02:13:21.729544,2355.24
1012,205,194,9,2025-07-26 02:13:04.174663,1837.17
1013,512,271,6,2025-09-11 19:33:20.911038,1373.22
1014,758,374,7,2025-02-10 00:07:38.191085,2573.76
1015,563,179,6,2025-06-22 21:19:10.783812,862.68
1016,566,425,4,2024-11-10 01:18:25.934558,1194.16
1017,488,150,5,2025-09-13 19:28:48.745501,1687.15
1018,834,110,8,2025-03-26 02:03:15.936116,613.36
1019,510,197,1,2025-08-13 08:07:14.877367,113.17
1020,271,343,4,2025-07-19 17:33:50.769933,903.6
1021,369,296,2,2025-02-09 20:32:48.488069,436.42
1022,183,426,1,2025-05-06 07:27:32.040487,243.98
1023,869,45,5,2025-05-30 05:10:40.846393,1838.55
1024,921,18,5,2025-02-13 08:54:32.121975,1236.9
1025,831,412,8,2025-02-15 00:43:14.481502,3456.64
1026,916,331,3,2024-11-17 15:04:24.565720,384.66
1027,82,210,9,2025-04-01 03:27:44.060769,4075.11
1028,653,226,5,2025-03-30 13:41:11.501497,972.95
1029,580,21,4,2025-02-12 04:30:00.595380,235.08
1030,896,441,4,2025-07-19 18:14:47.073500,1088.84
1031,281,383,5,2025-06-27 10:57:22.152886,73.9
1032,810,85,5,2025-09-25 09:52:12.499651,719.4
1033,811,101,8,2025-04-27 14:48:10.310632,3438.96
1034,103,314,1,2024-12-03 07:24:08.179139,57.42
1035,329,4,8,2025-06-02 03:31:43.614820,3094.08
1036,386,335,2,2025-08-03 04:06:22.777911,927.62
1037,658,26,2,2025-05-01 01:47:44.113216,141.98
1038,134,448,4,2025-04-26 12:46:53.569472,1700.28
1039,244,336,7,2025-05-06 06:09:30.316118,1950.69
1040,979,53,7,2025-01-12 13:07:58.728245,3039.96
1041,524,493,8,2025-01-01 20:35:47.499144,2445.2
1042,130,450,5,2025-03-20 02:52:17.104585,1296.7
1043,593,264,4,2025-01-20 05:28:37.217348,1609.44
1044,511,84,9,2025-11-01 03:43:16.287115,1121.67
1045,987,439,5,2025-06-16 20:09:08.395486,1860.55
1046,123,46,5,2025-03-12 19:49:08.881849,1959.3
1047,472,190,9,2025-04-29 11:44:17.572269,3860.91
1048,983,337,4,2024-12-30 21:33:58.750858,1257.04
1049,874,167,9,2025-02-08 12:26:18.701332,915.3
1050,827,231,7,2025-04-28 22:03:43.386055,2886.17
1051,96,137,5,2025-03-03 10:20:33.855398,833.6
1052,135,89,7,2025-09-18 16:04:36.218340,2462.67
1053,997,135,1,2024-11-07 16:07:56.614332,253.23
1054,398,460,2,2025-10-16 07:44:42.918640,299.88
1055,327,320,2,2025-08-02 09:36:52.883922,661.12
1056,443,323,7,2025-07-13 19:52:30.148728,3480.75
1057,233,500,8,2025-03-16 06:06:24.723808,1242.24
1058,405,366,4,2025-03-11 17:52:54.192773,548.92
1059,387,307,3,2024-12-05 15:45:54.622018,684.87
1060,554,258,3,2025-02-22 07:28:54.611437,408.96
1061,508,201,2,2025-03-20 17:05:07.848143,987.82
1062,526,316,7,2025-05-17 23:38:03.955633,737.73
1063,337,397,9,2025-08-21 05:29:59.116497,366.3
1064,263,129,2,2025-06-12 23:19:07.057710,726.7
1065,764,305,6,2025-01-01 03:29:19.898314,985.68
1066,97,201,6,2025-07-13 04:08:49.551566,2963.46
1067,509,179,5,2024-11-14 22:20:44.695226,718.9
1068,506,464,2,2025-06-13 22:14:46.674733,213.48
1069,969,394,6,2025-06-08 04:06:36.373238,766.14
1070,788,272,3,2025-07-14 17:48:33.625452,1024.23
1071,982,448,5,2025-07-31 10:26:18.286892,2125.35
1072,125,162,9,2025-09-25 21:04:18.198116,4242.42
1073,370,21,6,2025-01-11 13:57:50.501406,352.62
1074,301,480,6,2025-01-07 21:07:51.038748,2798.34
1075,471,401,7,2025-10-08 15:08:59.874931,132.44
1076,962,186,4,2024-12-18 13:12:29.962958,1787.32
1077,144,467,2,2025-10-17 08:33:24.773385,584.9
1078,383,469,8,2025-08-05 00:28:50.706425,207.52
1079,358,26,7,2025-09-11 05:41:42.046123,496.93
1080,289,464,2,2025-10-12 00:28:10.858026,213.48
1081,245,37,2,2025-05-24 04:36:58.737249,42.12
1082,771,319,6,2025-08-18 16:20:44.692937,2478.78
1083,179,386,7,2025-05-01 01:09:46.250065,3266.55
1084,507,133,3,2024-12-28 03:08:07.626214,617.04
1085,609,452,1,2025-06-17 01:38:59.022554,379.5
1086,582,359,9,2025-04-18 13:54:02.589416,1434.96
1087,451,343,6,2025-02-13 11:18:44.845807,1355.4
1088,973,376,6,2025-06-23 06:16:48.935297,981.84
1089,375,129,9,2025-06-25 23:37:19.622749,3270.15
1090,639,389,5,2025-06-21 00:31:21.566094,281.5
1091,278,499,2,2025-02-18 14:32:34.716374,558.6
1092,687,108,9,2025-07-27 07:35:43.236718,2720.52
1093,210,126,5,2025-04-01 13:30:23.100979,2485.15
1094,310,123,8,2025-01-15 17:02:38.743518,3721.68
1095,22,446,5,2025-10-11 17:14:46.301422,2136.4
1096,143,170,1,2025-11-03 12:40:45.322521,202.96
1097,349,461,3,2025-03-23 10:28:16.470534,893.85
1098,698,390,7,2024-11-12 18:01:00.247023,3450.37
1099,29,422,1,2025-09-01 04:52:32.388592,378.38
1100,667,371,3,2025-02-22 20:54:33.525697,439.5
1101,107,162,8,2025-02-23 16:07:59.105081,3771.04
1102,663,362,1,2025-10-16 03:01:26.136621,364.91
1103,177,262,7,2025-03-16 03:03:10.747230,236.88
1104,806,489,6,2025-05-01 00:43:20.195237,1716.6
1105,799,138,5,2025-03-19 14:39:49.540336,2314.85
1106,256,348,2,2025-05-11 04:56:25.671344,957.76
1107,675,158,9,2024-12-19 16:34:22.454043,2562.39
1108,717,122,1,2024-12-23 03:16:28.123164,159.97
1109,168,484,6,2025-09-28 22:43:56.591070,2975.4
1110,976,241,7,2025-07-10 05:58:23.074939,1330.77
1111,685,446,8,2025-09-19 06:09:13.163635,3418.24
1112,216,237,6,2025-10-11 13:12:12.040246,2860.08
1113,526,489,8,2025-03-12 22:26:17.837438,2288.8
1114,468,295,4,2024-11-24 02:36:23.423044,515.72
1115,678,254,4,2025-06-04 07:18:38.395296,1650.32
1116,750,284,9,2025-07-01 23:36:12.214061,3395.34
1117,484,204,8,2025-05-11 22:39:15.254227,1057.28
1118,163,42,6,2025-07-08 09:25:06.408602,1373.64
1119,902,81,7,2025-06-28 15:15:28.424861,2311.05
1120,369,32,8,2025-07-20 00:41:34.828426,3016.72
1121,882,432,4,2025-08-27 20:21:06.435198,259.76
1122,124,323,4,2025-07-16 10:11:40.314608,1989.0
1123,959,394,8,2024-11-27 08:11:02.237559,1021.52
1124,438,354,3,2025-10-12 19:15:35.651084,920.55
1125,458,428,9,2025-11-05 18:11:12.505664,3358.98
1126,28,2,4,2024-12-15 21:03:09.933052,1924.4
1127,675,291,4,2025-10-18 14:44:52.077030,98.2
1128,352,237,8,2025-08-02 11:41:31.608328,3813.44
1129,869,265,4,2025-09-23 14:28:32.025894,1548.6
1130,992,123,5,2025-07-09 01:56:23.071225,2326.05
1131,916,162,5,2025-01-30 12:19:49.494772,2356.9
1132,181,46,9,2025-05-10 22:56:45.741227,3526.74
1133,521,482,7,2024-12-29 23:31:50.722214,3310.72
1134,624,76,4,2025-10-25 22:21:11.448129,1123.52
1135,57,301,6,2025-02-03 16:53:28.001784,565.68
1136,368,300,1,2025-06-29 05:15:26.694913,383.47
1137,912,76,1,2025-04-13 00:28:56.994006,280.88
1138,490,435,5,2025-08-01 16:39:00.515526,1954.75
1139,652,113,2,2025-04-20 09:50:30.236424,196.52
1140,928,394,9,2025-03-27 16:45:02.222342,1149.21
1141,982,281,1,2025-09-07 12:08:58.395107,329.74
1142,790,486,2,2025-10-19 19:27:54.467893,166.58
1143,199,425,4,2025-03-16 21:21:35.676481,1194.16
1144,18,66,4,2025-10-26 15:50:12.950968,1579.36
1145,535,491,1,2025-10-11 10:09:09.086109,74.54
1146,454,414,3,2024-11-08 01:38:17.865701,1340.88
1147,904,180,1,2025-07-17 18:16:48.701902,473.33
1148,21,271,7,2025-07-09 20:37:15.588617,1602.09
1149,670,205,1,2025-02-09 02:50:34.623436,260.96
1150,825,114,5,2025-05-03 02:44:36.745679,2221.25
1151,921,79,6,2025-03-30 15:52:59.225194,876.54
1152,249,31,1,2024-12-05 02:13:09.212835,370.27
1153,52,188,7,2025-08-23 03:25:59.848029,1960.35
1154,864,480,1,2025-10-11 21:01:52.489471,466.39
1155,892,389,3,2025-03-03 03:48:53.580635,168.9
1156,962,41,9,2025-09-30 16:38:18.367368,680.4
1157,432,217,6,2025-02-14 17:01:55.674533,623.22
1158,798,333,6,2025-02-14 07:08:47.958656,2245.5
1159,597,372,8,2024-12-11 09:06:01.194441,1449.76
1160,233,327,7,2025-04-18 19:05:51.566356,1950.41
1161,37,460,7,2025-10-16 20:39:40.070801,1049.58
1162,259,347,5,2025-08-22 00:27:16.883221,882.25
1163,77,287,5,2025-08-06 21:20:46.929883,1224.7
1164,2,90,5,2025-04-07 04:57:29.051909,1836.8
1165,214,345,4,2025-01-09 18:43:38.522549,1864.52
1166,938,205,9,2024-12-22 22:43:47.341832,2348.64
1167,466,56,1,2025-09-12 01:07:26.990324,35.03
1168,340,405,2,2025-04-05 11:56:35.967048,182.3
1169,609,220,1,2025-10-18 16:32:15.181840,416.72
1170,991,336,5,2025-11-04 05:20:06.879925,1393.35
1171,601,101,2,2024-12-23 22:12:44.041684,859.74
1172,254,238,1,2024-12-12 17:08:55.604795,331.05
1173,319,8,9,2025-07-21 01:09:54.387304,3639.42
1174,87,113,4,2025-04-26 00:06:23.521242,393.04
1175,598,497,8,2024-11-29 12:07:01.457183,988.4
1176,997,102,7,2025-03-25 23:46:18.902257,3192.91
1177,833,422,2,2025-03-27 22:54:54.788112,756.76
1178,266,174,3,2025-01-07 11:41:54.879995,853.02
1179,139,445,2,2025-08-28 07:06:45.369322,425.7
1180,27,79,9,2025-02-28 02:21:04.044888,1314.81
1181,726,168,3,2025-06-13 16:13:06.925637,867.03
1182,549,252,4,2025-02-11 09:39:43.723950,82.32
1183,182,497,6,2025-09-02 03:13:16.986795,741.3
1184,22,41,1,2025-08-12 13:02:33.352067,75.6
1185,330,437,6,2025-08-20 00:24:54.297965,2172.48
1186,547,363,1,2025-06-04 13:00:49.617870,306.22
1187,306,138,4,2025-01-02 11:55:48.153008,1851.88
1188,185,316,9,2025-02-08 05:58:55.213779,948.51
1189,348,191,3,2025-10-13 22:53:13.964964,939.3
1190,412,201,1,2025-08-17 13:51:11.157527,493.91
1191,780,270,8,2025-03-31 21:27:41.970018,2251.2
1192,986,164,9,2025-06-08 23:13:27.937359,3431.88
1193,326,53,5,2025-08-30 01:10:53.479514,2171.4
1194,955,266,1,2025-02-10 16:14:56.342302,388.1
1195,814,54,5,2024-11-16 04:39:49.148468,637.45
1196,27,13,2,2025-04-16 19:50:49.463595,111.2
1197,498,357,7,2025-08-30 18:37:09.636052,2170.77
1198,387,357,8,2025-04-03 00:32:14.422993,2480.88
1199,620,352,9,2025-01-16 14:02:32.509565,743.76
1200,80,402,1,2025-04-29 18:03:32.640220,404.34
1201,435,153,7,2025-04-21 11:12:35.607604,945.42
1202,700,374,8,2025-07-13 00:52:59.971098,2941.44
1203,237,69,5,2025-07-25 23:46:23.490041,781.3
1204,635,398,2,2025-02-13 00:53:32.083939,71.3
1205,98,57,3,2025-08-19 06:24:17.657959,76.77
1206,884,114,6,2025-03-05 01:44:06.146869,2665.5
1207,890,388,6,2025-05-02 10:22:31.207164,2080.14
1208,130,476,8,2025-10-18 09:13:10.702281,1996.24
1209,602,232,8,2024-12-15 11:32:22.326400,1509.36
1210,721,492,5,2025-05-21 21:33:23.016697,2018.45
1211,653,448,5,2025-03-08 21:42:06.657214,2125.35
1212,876,296,4,2025-01-14 15:42:39.696980,872.84
1213,34,318,8,2025-02-07 15:16:41.401443,2805.52
1214,533,486,6,2024-11-08 18:40:38.301625,499.74
1215,499,179,2,2025-05-04 06:51:29.620897,287.56
1216,324,491,5,2025-09-17 17:38:13.860227,372.7
1217,787,54,9,2025-01-25 01:29:17.352142,1147.41
1218,241,266,9,2025-09-02 04:08:56.254982,3492.9
1219,168,315,4,2025-07-22 14:11:18.465338,276.56
1220,544,240,8,2025-09-10 12:05:44.083773,2393.6
1221,538,471,6,2025-07-07 04:04:40.111815,278.34
1222,904,364,1,2025-08-11 09:19:22.518135,405.7
1223,771,421,7,2025-09-12 08:09:25.009372,468.23
1224,753,235,6,2025-02-01 13:25:49.682294,2584.8
1225,407,128,9,2025-07-07 20:18:49.030198,971.19
1226,774,368,9,2025-06-20 03:34:59.812098,2116.71
1227,177,349,6,2025-06-29 05:33:32.439811,1639.56
1228,259,234,8,2025-04-12 18:17:52.169454,3138.72
1229,255,152,7,2025-02-04 20:40:47.928688,1157.52
1230,668,271,2,2025-02-22 18:46:46.432225,457.74
1231,950,34,4,2025-09-30 02:33:55.314228,505.0
1232,680,313,3,2025-05-04 02:19:03.932419,498.57
1233,192,313,9,2025-01-30 10:55:02.538989,1495.71
1234,175,242,6,2025-02-28 00:01:44.849769,1883.04
1235,157,435,1,2025-10-03 07:02:12.130766,390.95
1236,440,200,3,2024-11-08 05:19:27.085128,70.74
1237,583,288,3,2025-07-06 17:19:31.745997,940.38
1238,149,384,7,2024-12-15 11:57:40.823881,3397.1
1239,543,265,3,2025-05-18 10:12:20.649820,1161.45
1240,113,285,7,2025-06-18 14:03:10.684468,1427.44
1241,770,453,4,2025-06-28 19:36:45.404669,1117.48
1242,870,282,9,2025-07-21 15:00:38.097665,1377.9
1243,685,176,7,2025-08-02 09:58:29.954915,2352.63
1244,457,444,3,2024-12-17 22:36:26.823777,1306.62
1245,301,77,1,2025-05-06 01:25:08.762340,106.06
1246,679,409,1,2025-09-29 14:48:05.988926,443.35
1247,495,230,2,2025-02-28 22:12:22.532252,238.88
1248,878,414,9,2025-03-14 00:20:20.585771,4022.64
1249,577,269,7,2025-09-20 15:35:16.920367,2326.8
1250,819,292,2,2025-04-05 07:12:52.785497,208.08
1251,21,223,9,2025-07-26 18:01:34.788807,3028.32
1252,585,497,8,2025-04-24 00:19:21.436175,988.4
1253,47,341,2,2025-03-26 15:49:09.858119,370.56
1254,135,123,7,2025-08-13 03:24:57.377452,3256.47
1255,495,285,2,2025-09-14 18:06:53.445983,407.84
1256,463,422,4,2025-09-09 13:48:00.212866,1513.52
1257,156,265,2,2025-05-15 11:55:18.369891,774.3
1258,425,385,6,2025-10-23 11:50:41.146623,2070.3
1259,371,364,3,2025-02-14 08:14:01.401552,1217.1
1260,988,108,8,2025-04-15 13:30:47.976582,2418.24
1261,147,230,1,2025-08-10 00:55:38.970110,119.44
1262,101,447,8,2025-07-15 04:11:59.494717,3313.84
1263,328,493,2,2025-01-12 09:48:16.140093,611.3
1264,208,253,8,2025-09-06 11:36:56.282830,85.68
1265,820,391,3,2025-07-17 09:53:31.617424,712.41
1266,141,445,8,2024-11-10 16:09:29.515093,1702.8
1267,267,37,5,2025-02-11 02:27:53.487970,105.3
1268,205,414,3,2025-03-29 12:27:13.309244,1340.88
1269,228,145,2,2025-01-17 11:41:22.810469,888.7
1270,550,400,3,2024-12-04 13:50:16.994009,1254.36
1271,340,245,9,2024-11-17 11:35:03.485798,3607.02
1272,927,257,7,2025-06-15 21:08:39.159984,1697.78
1273,334,434,5,2025-09-09 11:07:07.723097,1398.7
1274,926,258,7,2025-01-22 10:56:38.731394,954.24
1275,494,317,9,2024-12-29 20:02:00.605259,4045.05
1276,437,201,8,2025-10-10 16:02:50.123469,3951.28
1277,41,359,4,2025-08-01 06:19:21.565246,637.76
1278,682,151,1,2025-05-16 08:47:26.841451,216.34
1279,427,499,4,2024-12-30 22:50:05.483482,1117.2
1280,466,408,9,2024-11-21 11:54:57.670571,457.2
1281,268,429,2,2024-12-27 01:31:01.016413,759.08
1282,997,374,3,2025-08-06 02:24:47.775213,1103.04
1283,678,361,2,2025-05-11 11:41:57.577024,613.92
1284,357,295,9,2025-04-18 14:58:53.266144,1160.37
1285,507,405,2,2024-12-28 06:14:02.910047,182.3
1286,349,89,1,2025-10-14 06:54:18.041688,351.81
1287,984,45,4,2025-01-23 02:22:08.321343,1470.84
1288,666,152,6,2024-11-12 19:42:17.638072,992.16
1289,313,201,7,2025-09-21 17:47:16.621039,3457.37
1290,796,426,6,2025-01-27 00:51:29.274628,1463.88
1291,908,382,3,2024-12-05 10:03:54.296751,156.15
1292,979,454,4,2025-04-12 16:56:55.679424,1304.08
1293,510,42,3,2025-06-22 12:54:06.305509,686.82
1294,563,60,3,2025-01-18 18:18:27.582791,1150.8
1295,205,398,1,2024-12-18 17:01:30.873449,35.65
1296,635,239,7,2025-01-24 22:07:37.346590,1143.31
1297,191,426,8,2025-02-02 15:40:33.690076,1951.84
1298,216,298,6,2025-01-07 20:18:27.478095,517.86
1299,474,194,7,2025-07-03 14:23:28.014263,1428.91
1300,974,327,9,2025-05-06 22:04:37.726654,2507.67
1301,116,365,8,2024-11-13 19:20:17.638717,3096.16
1302,977,437,4,2025-03-19 18:39:00.340079,1448.32
1303,75,231,2,2025-06-17 03:38:53.712978,824.62
1304,27,41,8,2025-07-02 06:05:34.209608,604.8
1305,243,122,9,2025-04-06 11:10:45.734654,1439.73
1306,930,498,7,2025-09-12 03:11:44.514751,3472.0
1307,213,211,6,2025-10-27 03:10:04.691632,2868.54
1308,761,413,2,2025-07-29 19:35:04.918794,785.08
1309,305,260,3,2024-12-24 15:05:41.726908,79.35
1310,37,86,1,2025-02-24 20:22:41.474789,279.53
1311,670,10,5,2025-08-25 19:17:29.213520,2390.05
1312,573,88,9,2025-03-08 17:21:31.418160,4195.53
1313,539,250,7,2024-11-24 09:39:35.265963,2631.16
1314,370,230,9,2024-12-15 01:10:57.043142,1074.96
1315,659,353,4,2025-06-02 00:12:07.086618,506.08
1316,382,334,1,2024-12-23 08:03:11.855087,166.92
1317,846,334,4,2024-12-13 03:16:55.194694,667.68
1318,487,275,1,2025-07-15 16:00:17.835905,70.19
1319,648,74,8,2025-07-21 15:03:19.296725,1838.4
1320,853,78,5,2025-03-23 20:26:55.650514,2107.4
1321,208,281,9,2025-04-06 14:51:38.407498,2967.66
1322,463,10,8,2025-02-11 06:31:55.792333,3824.08
1323,341,421,2,2025-02-16 02:06:08.975849,133.78
1324,859,361,2,2024-11-10 11:17:01.488614,613.92
1325,418,195,9,2024-12-25 06:16:48.551993,3786.39
1326,20,82,9,2025-07-06 09:47:49.602318,4201.11
1327,480,14,9,2025-09-30 06:53:28.444258,3718.62
1328,262,19,2,2025-05-03 00:01:13.011082,365.92
1329,411,375,5,2025-07-12 20:05:56.459958,323.9
1330,891,316,2,2025-07-12 18:31:52.144138,210.78
1331,776,81,8,2025-01-05 04:35:14.674613,2641.2
1332,737,163,3,2025-01-29 03:12:17.776906,159.48
1333,418,130,7,2024-12-04 22:30:47.786381,1276.87
1334,154,13,4,2025-09-03 02:06:05.548163,222.4
1335,597,451,1,2024-11-15 09:57:46.635355,178.92
1336,543,395,2,2025-03-30 05:45:10.780483,165.46
1337,297,255,2,2025-08-08 00:20:09.846793,84.66
1338,994,367,3,2025-09-10 14:38:32.791304,127.83
1339,209,373,7,2025-09-15 01:27:26.754531,3216.92
1340,218,197,1,2025-08-25 09:38:19.179829,113.17
1341,304,498,1,2025-08-10 09:04:11.827055,496.0
1342,282,55,7,2025-06-29 04:08:10.532907,2508.73
1343,948,192,8,2024-11-13 13:01:58.088955,259.28
1344,6,142,1,2024-11-30 13:13:08.928857,99.2
1345,517,29,4,2025-09-25 04:55:04.543615,1662.76
1346,377,446,1,2025-05-21 17:28:35.874298,427.28
1347,819,25,3,2024-11-12 06:55:36.351766,537.54
1348,731,40,6,2025-04-11 19:53:08.827711,147.06
1349,758,68,9,2025-04-11 22:37:32.717516,620.01
1350,577,390,2,2025-08-06 05:03:49.924636,985.82
1351,272,414,3,2025-09-06 22:03:16.990725,1340.88
1352,62,60,3,2025-06-21 01:22:24.379580,1150.8
1353,766,169,7,2025-01-31 12:23:51.427697,1141.7
1354,224,363,2,2025-04-25 13:20:01.511949,612.44
1355,579,300,6,2024-12-09 06:09:07.862260,2300.82
1356,253,285,2,2025-04-25 13:02:25.330638,407.84
1357,218,480,4,2024-12-11 05:59:05.833159,1865.56
1358,714,48,9,2025-04-30 05:31:59.541574,2078.46
1359,762,338,4,2025-06-30 07:49:58.862350,1339.04
1360,126,363,5,2025-06-20 16:51:23.354651,1531.1
1361,470,177,7,2024-11-13 17:26:52.598718,2357.74
1362,837,306,4,2025-06-13 14:15:30.805986,1202.88
1363,669,214,1,2025-07-07 01:38:19.390546,423.38
1364,350,386,3,2025-08-28 07:41:53.328382,1399.95
1365,121,360,4,2025-07-20 12:39:14.686801,645.44
1366,826,166,5,2024-12-13 22:58:00.166824,968.85
1367,500,147,8,2025-06-24 15:08:17.459075,340.24
1368,568,325,4,2025-09-14 22:26:58.833684,1809.88
1369,552,450,7,2025-03-13 11:55:21.251671,1815.38
1370,462,168,3,2024-12-13 03:43:06.233780,867.03
1371,295,296,4,2025-06-05 02:12:10.755045,872.84
1372,781,479,7,2025-04-06 14:14:23.300097,3016.23
1373,205,477,1,2024-12-28 18:40:57.479497,48.81
1374,552,30,1,2025-10-25 00:19:33.973274,466.58
1375,819,454,6,2025-01-29 19:24:03.313366,1956.12
1376,941,431,1,2025-05-29 19:27:54.788565,177.64
1377,662,242,9,2025-08-29 07:02:36.267901,2824.56
1378,905,353,8,2025-05-05 15:25:12.920382,1012.16
1379,695,461,7,2024-12-02 23:59:11.779172,2085.65
1380,791,390,7,2024-12-07 16:15:12.118021,3450.37
1381,860,441,7,2025-10-25 23:22:27.856594,1905.47
1382,871,50,4,2025-05-07 21:29:42.372995,1420.72
1383,404,154,1,2025-07-30 05:52:17.057775,58.44
1384,270,346,4,2024-12-12 22:48:05.204552,371.48
1385,601,376,9,2024-11-08 15:18:31.713856,1472.76
1386,720,287,9,2025-08-31 16:27:18.311965,2204.46
1387,184,324,6,2025-09-29 01:06:16.094293,2264.34
1388,989,150,4,2025-09-15 06:06:54.376057,1349.72
1389,463,143,4,2025-03-26 15:22:33.204952,992.32
1390,920,87,9,2025-05-12 10:10:12.669507,2470.86
1391,414,317,4,2025-08-15 20:10:15.450831,1797.8
1392,977,50,4,2025-04-30 11:34:43.382123,1420.72
1393,487,485,2,2025-04-29 01:04:59.713819,882.72
1394,931,69,3,2025-03-01 02:55:35.267377,468.78
1395,425,159,6,2025-04-15 05:05:17.560367,2805.78
1396,944,347,8,2025-03-28 17:40:02.225000,1411.6
1397,469,423,6,2025-02-13 20:04:14.235810,1179.78
1398,423,26,6,2025-05-27 10:43:42.236559,425.94
1399,362,16,3,2025-08-29 22:00:22.308595,1225.77
1400,746,176,1,2025-04-12 17:50:44.521201,336.09
1401,129,147,9,2025-06-29 06:01:54.872757,382.77
1402,77,399,1,2025-06-29 07:08:46.239897,198.66
1403,150,265,9,2025-01-20 11:38:35.264278,3484.35
1404,794,51,8,2025-03-15 06:46:15.416234,2992.08
1405,847,430,1,2025-03-19 00:23:57.448679,340.44
1406,544,448,2,2025-10-04 02:54:23.286722,850.14
1407,104,400,7,2024-11-16 15:11:52.781609,2926.84
1408,233,389,7,2025-09-20 14:16:22.216685,394.1
1409,21,378,7,2025-05-18 18:03:40.866052,1413.58
1410,769,80,5,2025-08-10 03:34:43.668839,609.5
1411,995,323,9,2025-04-25 02:21:29.956618,4475.25
1412,97,408,8,2024-12-22 12:33:59.763520,406.4
1413,580,426,3,2025-02-19 16:24:35.002272,731.94
1414,871,318,3,2025-03-13 00:16:26.839095,1052.07
1415,200,324,9,2025-03-27 20:51:22.408646,3396.51
1416,910,439,6,2024-12-28 06:00:38.817520,2232.66
1417,239,30,2,2025-10-05 02:26:53.916189,933.16
1418,937,42,2,2025-05-17 15:42:19.290168,457.88
1419,868,305,7,2025-01-14 20:16:13.236443,1149.96
1420,909,411,4,2025-08-09 09:40:54.358733,1276.44
1421,357,411,1,2025-01-24 17:36:15.125724,319.11
1422,552,202,3,2025-07-10 03:04:44.680181,1305.87
1423,677,76,7,2025-11-06 18:40:41.693602,1966.16
1424,602,262,6,2024-12-08 12:57:02.370825,203.04
1425,824,280,1,2025-07-02 09:52:15.499043,411.23
1426,622,24,9,2025-10-05 05:29:26.511702,2069.01
1427,294,72,8,2025-03-31 23:08:39.023847,1908.16
1428,755,123,9,2025-09-10 10:43:16.677979,4186.89
1429,680,61,6,2025-07-28 08:33:34.207333,1006.32
1430,849,299,7,2025-11-01 15:53:07.782123,2549.75
1431,387,452,3,2024-12-22 05:03:48.180779,1138.5
1432,121,273,9,2024-11-27 17:05:28.311570,3909.15
1433,290,151,1,2025-02-16 18:30:03.790444,216.34
1434,132,481,4,2025-06-15 15:56:05.676013,1845.56
1435,912,405,2,2025-02-17 06:13:21.355408,182.3
1436,325,206,9,2025-11-06 09:12:13.377563,3761.46
1437,231,374,4,2025-06-27 11:57:36.392940,1470.72
1438,321,30,7,2025-09-05 21:58:27.738426,3266.06
1439,36,273,5,2025-07-20 06:53:33.437008,2171.75
1440,414,189,2,2025-03-02 08:03:43.080974,113.72
1441,121,266,3,2025-10-20 07:10:17.643330,1164.3
1442,638,149,2,2024-12-10 11:44:19.719940,706.44
1443,770,205,1,2024-11-24 10:32:31.386700,260.96
1444,971,484,8,2024-12-08 08:53:29.527663,3967.2
1445,462,365,6,2025-07-21 05:42:50.597059,2322.12
1446,423,401,1,2025-09-09 06:43:41.713195,18.92
1447,777,158,8,2024-12-14 22:09:40.002327,2277.68
1448,446,381,2,2025-06-06 06:50:31.524487,278.68
1449,629,274,5,2025-03-09 23:21:47.770456,1719.7
1450,353,437,1,2025-06-09 01:33:15.586044,362.08
1451,782,404,7,2025-09-24 20:20:32.475698,3142.93
1452,377,197,1,2025-09-05 02:46:00.423083,113.17
1453,582,67,8,2025-05-29 16:08:12.958014,190.08
1454,711,274,3,2025-02-28 01:35:08.566036,1031.82
1455,166,242,5,2025-09-25 10:45:58.609402,1569.2
1456,988,191,1,2025-04-22 21:00:42.556185,313.1
1457,892,195,9,2024-12-21 08:50:48.228473,3786.39
1458,124,487,7,2025-03-20 17:44:16.906302,3426.36
1459,863,172,5,2025-11-01 05:53:02.307077,736.75
