id,cliente_id,produto_id,quantidade,data_venda,valor_total,margem_lucro,mes_venda
1379,425,231,3,2024-11-28 17:20:17.562172,508.40999999999997,101.682,2024-11
1380,980,31,5,2024-11-10 09:52:49.102299,963.0,192.60000000000002,2024-11
1381,412,449,1,2025-04-29 23:36:10.640214,137.41,27.482,2025-04
1382,460,444,7,2025-08-12 15:37:57.624918,2827.9300000000003,565.5860000000001,2025-08
1383,67,417,8,2025-08-17 07:15:53.357624,2209.36,441.87200000000007,2025-08
1384,649,42,2,2024-12-26 11:18:14.119036,820.14,164.02800000000002,2024-12
1385,465,30,9,2025-07-07 01:29:31.373914,3724.56,744.912,2025-07
1386,409,263,8,2025-08-05 22:23:26.421601,1942.4,388.48,2025-08
1387,282,125,2,2025-10-24 05:40:27.419036,210.14,42.028,2025-10
1388,542,480,7,2025-09-03 13:31:08.360836,3468.4300000000003,693.6860000000001,2025-09
1389,660,487,1,2025-01-29 12:53:15.509264,365.38,73.07600000000001,2025-01
1390,281,396,4,2025-03-07 05:58:52.577268,759.64,151.928,2025-03
1391,686,97,6,2025-11-05 15:11:36.374703,486.84000000000003,97.36800000000001,2025-11
1392,375,360,9,2025-09-11 08:49:33.243977,1617.66,323.53200000000004,2025-09
1393,81,238,4,2025-04-08 01:52:00.164202,1151.08,230.216,2025-04
1394,262,24,1,2025-08-30 18:14:28.242113,411.46,82.292,2025-08
1395,486,452,7,2024-12-03 00:23:33.035937,643.3000000000001,128.66000000000003,2024-12
1396,403,437,2,2025-09-05 13:33:39.127083,608.14,121.628,2025-09
1397,181,257,2,2024-11-11 19:15:55.194179,307.7,61.54,2024-11
1398,523,291,2,2024-11-21 13:25:03.921560,566.96,113.39200000000001,2024-11
1399,882,58,7,2025-08-20 19:52:21.792662,1178.87,235.774,2025-08
1400,290,431,3,2025-05-02 20:25:45.843399,748.3199999999999,149.664,2025-05
1401,545,200,6,2025-03-03 12:29:20.158443,1759.44,351.88800000000003,2025-03
1402,856,313,6,2025-10-25 19:56:12.768409,379.32,75.864,2025-10
1403,950,426,1,2025-09-19 00:11:07.211993,247.72,49.544000000000004,2025-09
1404,828,291,2,2025-02-02 08:41:13.169195,566.96,113.39200000000001,2025-02
1405,587,200,7,2024-11-12 12:55:55.011714,2052.6800000000003,410.53600000000006,2024-11
1406,317,87,4,2025-02-05 05:15:04.115058,1764.52,352.904,2025-02
1407,173,125,4,2024-11-30 08:31:22.324177,420.28,84.056,2024-11
1408,977,42,8,2025-06-08 09:53:13.090518,3280.56,656.1120000000001,2025-06
1409,837,287,7,2025-01-21 18:02:40.440401,425.67,85.13400000000001,2025-01
1410,588,158,2,2025-07-17 17:33:40.990514,266.28,53.256,2025-07
1411,698,471,6,2025-05-17 22:52:34.683091,1015.92,203.184,2025-05
1412,315,376,3,2024-12-12 00:24:57.186128,172.05,34.410000000000004,2024-12
1413,170,352,6,2025-07-10 19:56:28.620602,1991.3999999999999,398.28,2025-07
1414,660,171,9,2025-08-18 09:36:11.838713,2596.68,519.336,2025-08
1415,399,497,5,2025-01-10 02:44:17.185917,2316.95,463.39,2025-01
1416,380,373,9,2025-08-28 10:19:02.859293,1099.53,219.906,2025-08
1417,55,308,9,2025-10-24 18:58:09.841995,3481.38,696.2760000000001,2025-10
1418,401,233,5,2025-03-07 03:55:37.566972,712.4,142.48,2025-03
1419,113,480,9,2025-04-15 11:40:01.282926,4459.41,891.8820000000001,2025-04
1420,427,330,2,2025-07-10 01:29:52.973260,880.6,176.12,2025-07
1421,726,145,1,2025-04-16 01:05:52.443579,203.29,40.658,2025-04
1422,560,27,4,2025-10-07 14:01:02.604706,1617.12,323.424,2025-10
1423,10,485,7,2025-01-30 07:13:03.834401,2879.66,575.932,2025-01
1424,994,320,6,2025-02-28 03:26:17.775648,1578.96,315.79200000000003,2025-02
1425,804,291,6,2024-12-02 13:48:26.536021,1700.88,340.17600000000004,2024-12
1426,477,36,3,2025-10-19 23:16:17.570618,592.3199999999999,118.464,2025-10
1427,412,319,5,2025-03-14 17:15:30.289263,1032.6000000000001,206.52000000000004,2025-03
1428,754,452,8,2025-09-01 22:34:04.851933,735.2,147.04000000000002,2025-09
1429,761,170,7,2025-06-24 07:17:04.899777,338.73,67.74600000000001,2025-06
1430,388,471,2,2025-06-21 10:08:49.194520,338.64,67.728,2025-06
1431,997,93,7,2025-03-26 15:17:42.318955,313.59999999999997,62.72,2025-03
1432,75,232,6,2025-06-30 11:57:47.670112,539.58,107.91600000000001,2025-06
1433,714,96,7,2025-07-20 08:23:52.674395,2362.29,472.458,2025-07
1434,19,390,8,2025-03-28 07:48:04.106585,2732.32,546.464,2025-03
1435,224,101,5,2024-12-27 22:54:22.538977,1271.3,254.26,2024-12
1436,54,425,3,2025-09-13 02:12:41.096025,1447.44,289.488,2025-09
1437,908,482,2,2025-06-25 09:34:01.068701,438.08,87.616,2025-06
1438,504,274,5,2025-08-24 02:32:45.243705,1161.55,232.31,2025-08
1439,892,294,6,2025-05-23 23:40:35.496782,336.78000000000003,67.35600000000001,2025-05
1440,697,498,2,2025-03-15 03:56:23.334188,793.26,158.65200000000002,2025-03
1441,370,24,3,2024-12-10 03:48:03.126174,1234.3799999999999,246.87599999999998,2024-12
1442,778,106,9,2025-04-16 05:02:58.823159,2009.97,401.994,2025-04
1443,174,38,5,2025-08-29 02:58:53.349452,491.9,98.38,2025-08
1444,200,22,8,2025-06-18 13:15:14.885216,350.32,70.06400000000001,2025-06
1445,202,235,5,2025-07-15 01:39:35.166933,738.9,147.78,2025-07
1446,22,26,9,2025-08-24 20:57:18.260855,2384.64,476.928,2025-08
1447,154,207,7,2025-11-02 05:57:56.861355,2950.5,590.1,2025-11
1448,753,493,5,2025-09-07 22:25:07.977292,1804.4,360.88000000000005,2025-09
1449,549,466,2,2025-07-18 09:16:49.321060,873.16,174.632,2025-07
1450,735,34,7,2025-06-04 01:46:34.934934,1095.64,219.12800000000004,2025-06
1451,605,150,3,2025-10-26 04:13:49.377601,1198.44,239.68800000000002,2025-10
1452,94,101,8,2025-01-23 09:36:23.907893,2034.08,406.81600000000003,2025-01
1453,602,126,4,2025-08-31 23:22:22.955970,1362.68,272.536,2025-08
1454,677,161,9,2025-02-08 02:56:10.519811,2259.4500000000003,451.8900000000001,2025-02
1455,291,388,1,2025-06-04 03:21:38.818521,286.16,57.232000000000006,2025-06
1456,969,316,4,2025-01-27 00:35:58.979868,1410.2,282.04,2025-01
1457,247,234,5,2025-05-21 18:06:00.985448,1845.6999999999998,369.14,2025-05
1458,453,55,1,2025-10-09 06:13:43.726954,182.4,36.480000000000004,2025-10
1459,65,448,9,2025-09-16 06:16:24.038867,3193.56,638.712,2025-09
1460,410,127,1,2025-11-02 21:43:27.628237,460.13,92.02600000000001,2025-11
1461,831,136,6,2025-06-20 15:55:10.376239,1136.76,227.352,2025-06
1462,752,391,5,2025-04-17 06:50:27.059551,613.2,122.64000000000001,2025-04
1463,494,26,7,2025-08-25 17:58:06.357211,1854.7199999999998,370.94399999999996,2025-08
1464,994,372,3,2025-09-14 02:47:39.543124,117.75,23.55,2025-09
1465,882,494,4,2025-02-11 08:28:01.323621,513.68,102.73599999999999,2025-02
1466,745,452,3,2025-06-08 02:30:01.619385,275.70000000000005,55.140000000000015,2025-06
1467,372,246,7,2025-05-01 17:51:20.966576,487.13,97.426,2025-05
1468,368,44,5,2025-09-21 19:15:57.551412,858.8,171.76,2025-09
1469,271,12,5,2025-03-11 04:42:16.532056,950.6999999999999,190.14,2025-03
1470,78,139,7,2025-03-29 22:57:31.702256,669.27,133.854,2025-03
1471,917,40,2,2025-08-11 18:44:21.294862,386.58,77.316,2025-08
1472,210,214,7,2025-07-07 08:12:26.136710,2254.21,450.84200000000004,2025-07
1473,730,314,7,2025-08-17 04:51:18.572285,1473.22,294.644,2025-08
1474,45,449,8,2025-03-06 01:35:25.894031,1099.28,219.856,2025-03
1475,827,264,1,2025-06-09 15:41:56.806781,497.84,99.568,2025-06
1476,240,115,6,2024-11-16 19:57:08.594322,1665.3600000000001,333.07200000000006,2024-11
1477,46,271,9,2025-09-27 20:57:56.420647,3756.96,751.392,2025-09
1478,695,1,6,2024-11-25 16:00:55.705663,473.04,94.608,2024-11
1479,671,121,5,2025-09-23 17:29:17.884259,446.5,89.30000000000001,2025-09
1480,987,257,4,2025-09-24 04:33:00.100007,615.4,123.08,2025-09
1481,524,205,2,2025-01-24 15:51:02.223172,500.78,100.156,2025-01
1482,285,268,6,2025-07-19 13:19:33.937511,2853.0,570.6,2025-07
1483,27,1,5,2025-08-01 09:30:41.338284,394.20000000000005,78.84000000000002,2025-08
1484,330,384,3,2025-10-30 08:00:47.407157,1350.69,270.13800000000003,2025-10
1485,43,66,2,2025-02-10 00:31:47.823314,330.58,66.116,2025-02
1486,663,285,6,2025-06-15 05:29:37.062032,2777.52,555.504,2025-06
1487,674,74,9,2025-05-28 03:49:15.018975,317.61,63.522000000000006,2025-05
1488,783,455,3,2025-05-22 03:43:22.211100,579.45,115.89000000000001,2025-05
1489,533,195,5,2025-01-30 09:43:10.600907,877.55,175.51,2025-01
1490,718,178,8,2025-08-01 15:40:22.630331,159.2,31.84,2025-08
1491,225,333,6,2025-02-05 00:34:30.388984,2289.6000000000004,457.9200000000001,2025-02
1492,835,437,1,2024-11-09 11:40:14.422646,304.07,60.814,2024-11
1493,378,148,1,2025-03-27 04:00:06.433790,329.76,65.952,2025-03
1494,590,249,5,2025-09-12 22:48:52.368796,1174.8999999999999,234.98,2025-09
1495,172,233,8,2025-02-19 05:39:15.345463,1139.84,227.968,2025-02
1496,961,402,3,2025-09-14 19:34:09.998848,362.43,72.486,2025-09
1497,514,480,6,2025-05-09 18:30:14.058773,2972.94,594.5880000000001,2025-05
1498,248,116,7,2024-11-30 14:52:06.647205,3345.09,669.018,2024-11
1499,123,372,9,2025-01-12 06:41:56.846176,353.25,70.65,2025-01
1500,109,500,2,2025-06-22 19:58:46.875925,828.48,165.69600000000003,2025-06
1501,435,87,7,2025-07-13 16:02:54.560663,3087.91,617.582,2025-07
1502,351,13,5,2025-02-05 03:39:40.409472,1775.1,355.02,2025-02
1503,586,213,3,2024-12-05 13:25:46.006823,387.15000000000003,77.43,2024-12
1504,884,116,9,2025-01-19 02:43:43.230390,4300.83,860.166,2025-01
1505,264,467,2,2025-05-17 08:24:43.665395,510.24,102.048,2025-05
1506,733,172,3,2025-07-30 05:31:41.987138,951.9000000000001,190.38000000000002,2025-07
1507,704,162,7,2025-04-08 06:54:35.648360,1525.72,305.144,2025-04
1508,364,388,8,2025-10-22 10:39:16.915535,2289.28,457.85600000000005,2025-10
1509,536,415,4,2025-07-24 18:34:51.441916,1792.76,358.552,2025-07
1510,915,1,4,2025-03-26 23:32:23.444622,315.36,63.072,2025-03
1511,467,410,4,2025-06-04 01:18:16.000101,1380.36,276.072,2025-06
1512,468,301,4,2025-07-14 08:33:18.951234,1766.2,353.24,2025-07
1513,279,92,7,2025-06-27 03:14:48.421542,1487.92,297.584,2025-06
1514,934,148,5,2025-07-13 12:43:18.829844,1648.8,329.76,2025-07
1515,991,411,2,2025-10-17 15:25:44.846628,512.06,102.41199999999999,2025-10
1516,646,23,4,2024-12-22 14:21:15.972043,1817.96,363.59200000000004,2024-12
1517,440,286,8,2025-02-21 07:09:07.791645,2399.28,479.85600000000005,2025-02
1518,950,449,6,2025-06-04 18:11:18.223943,824.46,164.89200000000002,2025-06
1519,701,123,9,2025-04-21 19:40:31.323132,3837.69,767.538,2025-04
1520,559,198,4,2024-12-15 10:24:53.254236,1329.88,265.97600000000006,2024-12
1521,479,64,2,2025-07-30 12:58:34.721897,694.14,138.828,2025-07
1522,903,465,4,2025-01-08 23:33:48.821029,795.48,159.096,2025-01
1523,120,330,7,2025-01-26 01:55:16.491420,3082.1,616.4200000000001,2025-01
1524,679,181,3,2025-07-18 11:16:21.927049,480.87,96.174,2025-07
1525,30,185,2,2025-03-18 02:19:35.189881,865.48,173.096,2025-03
1526,373,211,8,2025-10-22 20:11:19.286333,1670.56,334.112,2025-10
1527,682,291,8,2025-07-24 02:44:38.997348,2267.84,453.56800000000004,2025-07
1528,523,92,4,2025-03-02 05:45:30.003410,850.24,170.048,2025-03
1529,967,200,9,2025-09-28 05:36:43.371043,2639.16,527.832,2025-09
1530,260,216,8,2025-03-30 07:51:57.000319,611.76,122.352,2025-03
1531,939,287,4,2025-01-06 04:26:40.063206,243.24,48.648,2025-01
1532,654,249,3,2025-04-22 16:53:27.589371,704.9399999999999,140.988,2025-04
1533,408,332,1,2025-09-22 04:04:49.111547,436.88,87.376,2025-09
1534,284,280,2,2025-05-12 06:48:01.387561,356.98,71.396,2025-05
1535,610,458,7,2025-10-12 20:44:50.549973,243.04,48.608000000000004,2025-10
1536,208,109,6,2025-04-29 07:09:01.308960,521.16,104.232,2025-04
1537,786,473,7,2025-11-03 03:30:28.742823,838.74,167.74800000000002,2025-11
1538,894,389,5,2025-04-07 13:14:06.285599,596.55,119.31,2025-04
1539,169,321,4,2025-07-15 05:47:29.380282,732.44,146.48800000000003,2025-07
1540,447,355,3,2025-01-28 09:47:57.396373,779.58,155.91600000000003,2025-01
1541,498,52,5,2025-05-13 06:54:33.056221,605.0,121.0,2025-05
1542,380,65,3,2025-11-03 04:35:01.193534,1035.84,207.168,2025-11
1543,628,402,2,2025-06-15 18:53:14.628681,241.62,48.324000000000005,2025-06
1544,782,439,6,2024-11-29 06:12:30.148698,651.54,130.308,2024-11
1545,868,427,2,2025-05-07 16:16:42.512303,898.14,179.62800000000001,2025-05
1546,121,214,6,2025-10-11 07:18:15.667226,1932.1799999999998,386.436,2025-10
1547,198,237,1,2025-10-18 01:36:41.925461,75.37,15.074000000000002,2025-10
1548,504,435,8,2025-06-03 18:36:37.787034,3775.84,755.1680000000001,2025-06
1549,681,392,2,2025-10-06 04:16:49.391744,165.28,33.056000000000004,2025-10
1550,165,167,4,2025-09-22 23:56:01.409418,241.24,48.248000000000005,2025-09
1551,157,476,7,2025-05-18 11:40:23.021828,117.17999999999999,23.436,2025-05
1552,532,199,7,2025-03-03 11:11:55.300386,377.93,75.586,2025-03
1553,875,23,2,2025-04-05 15:27:27.284332,908.98,181.79600000000002,2025-04
1554,309,380,1,2025-01-20 09:15:02.427245,162.98,32.596,2025-01
1555,135,443,6,2025-01-03 03:31:50.626109,557.8199999999999,111.564,2025-01
1556,566,166,3,2025-02-15 10:33:46.447947,217.95000000000002,43.59,2025-02
1557,321,124,7,2025-08-25 22:49:48.680315,3292.94,658.5880000000001,2025-08
1558,225,207,9,2025-06-01 03:53:41.588095,3793.5,758.7,2025-06
1559,104,111,4,2025-02-12 19:51:15.086101,1217.0,243.4,2025-02
1560,227,172,4,2025-10-08 07:24:53.414426,1269.2,253.84000000000003,2025-10
1561,251,359,6,2025-01-23 22:59:42.269406,1541.6999999999998,308.34,2025-01
1562,565,355,9,2025-04-28 00:17:37.619175,2338.7400000000002,467.74800000000005,2025-04
1563,451,210,4,2025-01-10 12:36:34.648126,615.76,123.152,2025-01
1564,138,438,8,2025-04-03 02:03:58.212512,636.0,127.2,2025-04
1565,64,148,6,2025-10-24 10:56:53.943713,1978.56,395.712,2025-10
1566,551,179,8,2025-07-15 19:52:40.416371,1097.28,219.45600000000002,2025-07
1567,415,22,7,2024-11-10 05:57:02.432080,306.53,61.306,2024-11
1568,390,109,6,2025-10-03 19:52:47.831431,521.16,104.232,2025-10
1569,426,354,2,2025-02-21 05:39:02.763802,450.04,90.00800000000001,2025-02
1570,313,133,1,2025-05-07 01:00:31.160972,207.06,41.412000000000006,2025-05
1571,981,474,8,2025-04-25 21:56:22.204087,1279.44,255.88800000000003,2025-04
1572,764,386,2,2025-03-26 01:10:20.456382,981.4,196.28,2025-03
1573,358,440,3,2025-01-22 07:11:26.089262,478.34999999999997,95.67,2025-01
1574,73,65,2,2024-11-22 15:25:26.765769,690.56,138.112,2024-11
1575,252,125,9,2025-08-05 07:41:02.407182,945.6299999999999,189.12599999999998,2025-08
1576,319,64,5,2025-04-24 17:55:03.405227,1735.35,347.07,2025-04
1577,979,55,3,2024-12-12 06:02:11.860261,547.2,109.44000000000001,2024-12
1578,571,468,7,2025-03-06 10:53:35.693758,3366.79,673.3580000000001,2025-03
1579,799,226,6,2025-02-02 04:10:19.668305,2080.62,416.124,2025-02
1580,520,203,4,2025-08-09 13:37:48.375844,931.32,186.264,2025-08
1581,380,134,1,2025-03-05 19:05:18.448493,167.11,33.422000000000004,2025-03
1582,550,352,5,2025-07-24 11:01:56.638837,1659.5,331.90000000000003,2025-07
1583,24,180,3,2024-11-29 21:30:06.897950,1134.3899999999999,226.878,2024-11
1584,131,416,6,2025-10-03 15:30:05.114493,2949.42,589.884,2025-10
1585,700,434,9,2025-07-17 10:25:34.046681,3220.0199999999995,644.0039999999999,2025-07
1586,245,345,6,2025-09-10 14:22:31.861656,2051.2799999999997,410.256,2025-09
1587,736,462,8,2025-10-03 00:09:14.272475,294.16,58.83200000000001,2025-10
1588,433,140,4,2025-07-31 21:03:18.280009,318.96,63.792,2025-07
1589,63,164,1,2025-02-13 20:05:52.510230,439.86,87.97200000000001,2025-02
1590,53,483,6,2024-11-16 07:33:32.560688,74.22,14.844000000000001,2024-11
1591,306,483,8,2024-12-01 09:05:14.229492,98.96,19.792,2024-12
1592,928,375,5,2025-04-17 15:41:49.114810,297.6,59.52000000000001,2025-04
1593,969,288,5,2025-10-25 06:46:35.865759,1718.25,343.65000000000003,2025-10
1594,574,34,7,2025-08-20 11:22:01.388651,1095.64,219.12800000000004,2025-08
1595,348,253,9,2025-03-22 09:31:51.672477,3233.7000000000003,646.7400000000001,2025-03
1596,865,368,6,2024-12-26 14:44:35.695632,2613.48,522.696,2024-12
1597,932,497,1,2025-09-03 11:41:11.198961,463.39,92.678,2025-09
1598,546,26,6,2025-05-20 08:51:19.195475,1589.7599999999998,317.952,2025-05
1599,212,137,3,2025-09-23 15:33:29.287962,1493.58,298.716,2025-09
1600,600,478,2,2025-07-12 07:28:44.470936,883.62,176.72400000000002,2025-07
1601,105,214,2,2025-09-25 07:09:49.790635,644.06,128.81199999999998,2025-09
1602,687,381,7,2025-01-08 21:26:38.352998,1212.68,242.53600000000003,2025-01
1603,186,214,2,2025-02-18 18:50:26.578537,644.06,128.81199999999998,2025-02
1604,481,296,2,2025-07-13 08:22:57.999830,605.86,121.17200000000001,2025-07
1605,138,364,7,2025-09-18 16:40:01.634878,359.73,71.94600000000001,2025-09
1606,55,495,7,2025-05-12 06:51:42.137980,87.99000000000001,17.598000000000003,2025-05
1607,432,319,6,2025-07-29 10:41:10.008104,1239.1200000000001,247.82400000000004,2025-07
1608,806,147,5,2025-07-22 13:20:44.805509,1801.6999999999998,360.34,2025-07
1609,617,215,6,2025-02-07 12:54:19.450449,1625.28,325.05600000000004,2025-02
1610,269,371,9,2025-09-12 03:06:37.129272,978.1200000000001,195.62400000000002,2025-09
1611,99,219,4,2024-12-02 02:49:42.663006,126.16,25.232,2024-12
1612,916,16,1,2025-01-20 17:57:11.652638,434.19,86.83800000000001,2025-01
1613,852,178,4,2024-11-24 00:23:08.713452,79.6,15.92,2024-11
1614,613,371,4,2025-04-05 16:25:04.974415,434.72,86.94400000000002,2025-04
1615,795,146,1,2025-11-01 02:13:28.188718,245.97,49.194,2025-11
1616,665,261,4,2025-09-29 21:49:39.531852,47.48,9.496,2025-09
1617,73,364,8,2025-05-27 10:42:54.856581,411.12,82.224,2025-05
1618,321,266,7,2025-03-21 00:10:56.325814,1448.51,289.702,2025-03
1619,814,216,1,2025-10-30 01:18:11.195280,76.47,15.294,2025-10
1620,701,320,6,2025-02-14 00:33:42.033975,1578.96,315.79200000000003,2025-02
1621,773,232,4,2025-02-10 13:35:59.893623,359.72,71.944,2025-02
1622,678,231,5,2025-09-27 12:16:58.336797,847.35,169.47000000000003,2025-09
1623,517,121,7,2025-11-06 19:06:51.219277,625.1,125.02000000000001,2025-11
1624,19,68,7,2025-07-29 13:11:05.054361,1248.73,249.746,2025-07
1625,423,114,5,2025-05-15 08:04:00.308895,2326.3999999999996,465.28,2025-05
1626,800,175,8,2025-06-16 03:24:13.213601,1044.08,208.816,2025-06
1627,971,22,8,2025-08-17 16:58:48.084189,350.32,70.06400000000001,2025-08
1628,716,184,8,2025-08-12 03:29:53.388606,2942.8,588.5600000000001,2025-08
1629,494,24,9,2025-03-16 16:11:51.515727,3703.14,740.628,2025-03
1630,985,496,4,2025-11-04 22:33:51.409159,1040.56,208.112,2025-11
1631,397,386,3,2025-10-30 22:12:43.909485,1472.1,294.42,2025-10
1632,241,269,1,2025-04-27 02:30:11.843697,138.16,27.632,2025-04
1633,390,315,3,2025-06-22 17:06:49.193444,568.11,113.62200000000001,2025-06
1634,552,131,3,2025-09-06 16:54:13.814334,621.0,124.2,2025-09
1635,207,262,4,2024-11-23 09:54:42.952238,718.2,143.64000000000001,2024-11
1636,157,218,8,2025-10-30 01:52:09.324803,3336.88,667.3760000000001,2025-10
1637,75,203,8,2025-07-27 09:06:46.559943,1862.64,372.528,2025-07
1638,499,230,6,2025-09-29 01:56:45.601722,1000.3199999999999,200.064,2025-09
1639,991,28,3,2025-03-27 06:12:30.230901,272.58,54.516,2025-03
1640,64,489,2,2025-01-16 00:56:42.676711,267.5,53.5,2025-01
1641,300,442,2,2025-10-14 13:37:39.976041,405.94,81.188,2025-10
1642,412,318,5,2025-02-23 21:59:13.128072,186.55,37.31,2025-02
1643,259,348,1,2025-04-03 10:06:19.342932,152.02,30.404000000000003,2025-04
1644,433,276,4,2025-05-03 06:12:19.843988,1111.88,222.37600000000003,2025-05
1645,318,279,8,2024-12-11 18:52:02.218921,510.4,102.08,2024-12
1646,191,232,8,2025-04-14 03:35:40.292542,719.44,143.888,2025-04
1647,190,102,2,2025-05-17 19:32:51.334036,727.46,145.49200000000002,2025-05
1648,48,55,3,2025-09-11 18:30:55.879675,547.2,109.44000000000001,2025-09
1649,645,302,5,2025-08-24 03:06:03.492976,1221.9,244.38000000000002,2025-08
1650,115,106,7,2025-08-17 09:43:28.626666,1563.3100000000002,312.66200000000003,2025-08
1651,721,380,4,2025-09-29 17:49:55.877436,651.92,130.384,2025-09
1652,212,452,6,2025-02-03 00:34:04.590563,551.4000000000001,110.28000000000003,2025-02
1653,945,479,1,2025-09-22 14:04:10.451852,423.41,84.68200000000002,2025-09
1654,361,20,8,2024-11-24 22:06:44.862397,255.76,51.152,2024-11
1655,717,286,8,2025-02-16 16:52:55.309677,2399.28,479.85600000000005,2025-02
1656,463,233,1,2025-11-06 17:25:53.676701,142.48,28.496,2025-11
1657,200,398,4,2025-09-07 12:19:40.256168,1073.4,214.68000000000004,2025-09
1658,672,82,4,2025-10-09 11:23:25.839341,1914.28,382.856,2025-10
1659,157,436,6,2025-10-05 08:13:19.754664,2641.38,528.2760000000001,2025-10
1660,696,206,8,2025-05-02 04:07:09.882970,2155.36,431.07200000000006,2025-05
1661,153,331,6,2025-09-05 22:01:28.806502,825.54,165.108,2025-09
1662,16,277,6,2025-02-21 13:54:06.192564,1083.9,216.78000000000003,2025-02
1663,424,380,8,2024-11-16 06:51:41.697813,1303.84,260.768,2024-11
1664,660,244,3,2025-08-29 14:18:03.715832,830.9100000000001,166.18200000000002,2025-08
1665,480,267,2,2025-06-18 13:17:22.328532,961.52,192.304,2025-06
1666,663,239,6,2025-08-05 14:40:30.743490,592.3199999999999,118.464,2025-08
1667,435,385,6,2025-11-05 16:08:26.766820,1548.96,309.79200000000003,2025-11
1668,880,176,7,2025-02-22 13:16:46.606691,2429.0699999999997,485.81399999999996,2025-02
1669,732,154,1,2025-03-14 05:43:31.509230,391.74,78.34800000000001,2025-03
1670,52,340,6,2025-08-15 09:57:39.674093,1449.42,289.884,2025-08
1671,704,347,9,2025-03-25 22:26:25.963444,1466.55,293.31,2025-03
1672,524,462,3,2025-02-04 20:51:04.762020,110.31,22.062,2025-02
1673,298,349,7,2024-11-18 13:56:41.458427,1376.27,275.254,2024-11
1674,88,379,6,2025-07-21 15:55:23.411783,2187.8999999999996,437.5799999999999,2025-07
1675,158,189,4,2025-05-01 14:31:24.315681,585.88,117.176,2025-05
1676,210,464,2,2025-11-05 16:53:44.118630,305.16,61.03200000000001,2025-11
1677,855,169,3,2025-10-29 09:22:57.328051,1256.6100000000001,251.32200000000003,2025-10
1678,982,244,6,2025-07-03 06:50:52.802789,1661.8200000000002,332.36400000000003,2025-07
1679,853,208,2,2024-11-11 23:31:25.427411,567.44,113.48800000000001,2024-11
1680,804,403,9,2025-07-16 07:42:21.242375,3222.09,644.4180000000001,2025-07
1681,907,138,4,2025-07-26 01:55:21.936383,1478.08,295.616,2025-07
1682,23,127,5,2025-04-14 03:08:06.218021,2300.65,460.13000000000005,2025-04
1683,122,262,9,2024-11-16 13:48:25.415007,1615.95,323.19000000000005,2024-11
1684,480,442,7,2025-02-07 16:06:06.332396,1420.79,284.158,2025-02
1685,716,468,5,2025-08-28 07:30:06.489176,2404.8500000000004,480.9700000000001,2025-08
1686,859,341,9,2024-12-19 16:13:33.234074,2994.93,598.986,2024-12
1687,734,205,1,2025-08-15 16:37:55.108944,250.39,50.078,2025-08
1688,901,265,4,2025-09-30 23:45:34.538702,1963.28,392.656,2025-09
1689,430,418,8,2025-04-11 03:23:19.325384,3007.84,601.5680000000001,2025-04
1690,47,247,6,2025-05-09 12:23:01.015576,592.86,118.572,2025-05
1691,802,484,3,2025-11-05 04:20:16.333639,971.49,194.298,2025-11
1692,807,324,3,2024-11-17 19:42:43.074260,1072.23,214.44600000000003,2024-11
1693,239,271,1,2025-02-23 12:10:23.609379,417.44,83.488,2025-02
1694,149,478,2,2025-08-27 08:20:53.650417,883.62,176.72400000000002,2025-08
1695,659,312,3,2025-10-18 10:48:41.338409,356.1,71.22000000000001,2025-10
1696,348,78,9,2024-12-09 18:26:50.283125,1709.73,341.946,2024-12
1697,806,263,4,2025-02-11 22:49:37.213800,971.2,194.24,2025-02
1698,855,363,1,2025-03-05 08:28:18.155385,105.4,21.080000000000002,2025-03
1699,581,241,6,2025-04-13 13:08:52.776701,2420.52,484.10400000000004,2025-04
1700,199,308,6,2025-06-27 01:44:42.080332,2320.92,464.184,2025-06
1701,808,370,1,2025-06-06 16:17:56.558493,370.36,74.072,2025-06
1702,811,315,1,2025-04-08 11:57:01.334239,189.37,37.874,2025-04
1703,647,321,3,2025-10-29 21:30:23.955025,549.33,109.86600000000001,2025-10
1704,468,399,1,2025-07-25 01:57:55.724182,138.97,27.794,2025-07
1705,721,139,5,2024-12-19 09:38:35.696687,478.05,95.61000000000001,2024-12
1706,161,386,5,2025-05-11 03:26:06.165484,2453.5,490.70000000000005,2025-05
1707,620,495,1,2025-08-03 03:41:56.700755,12.57,2.5140000000000002,2025-08
1708,185,263,4,2025-01-13 09:40:43.765040,971.2,194.24,2025-01
1709,743,129,6,2025-09-23 02:01:14.984119,2790.18,558.036,2025-09
1710,175,33,4,2025-04-23 06:19:13.297521,1209.88,241.97600000000003,2025-04
1711,290,404,6,2025-01-29 05:45:41.650088,2283.66,456.73199999999997,2025-01
1712,489,447,3,2025-05-22 09:32:08.279778,374.13,74.82600000000001,2025-05
1713,392,493,5,2025-04-23 01:13:32.797125,1804.4,360.88000000000005,2025-04
1714,554,361,7,2025-11-01 05:00:20.494113,2988.2999999999997,597.66,2025-11
1715,851,422,3,2025-08-22 10:59:48.204206,353.64,70.728,2025-08
1716,154,68,6,2025-08-21 21:19:47.566607,1070.34,214.06799999999998,2025-08
1717,982,37,8,2024-11-26 07:48:34.432150,2992.64,598.528,2024-11
1718,144,56,6,2024-11-22 21:25:29.822834,259.02,51.804,2024-11
1719,876,337,6,2025-04-30 07:18:28.789547,2580.42,516.0840000000001,2025-04
